round1winnervotes,round2winnervotes,round3winnervotes,round4winnervotes,round5winnervotes,round6winnervotes,round7winnervotes,total_votes_allrounds,num_candidates,noise,spoiled
17680,21418,0,0,0,0,0,39098,3,0.03333333333333333,1
20267,0,0,0,0,0,0,20267,3,0.03666666666666667,1
 1938, 2714,0,0,0,0,0,4652,3,0.04666666666666667,1
 4634, 5375, 8414,0,0,0,0,18423,4,0.01,1
 2434, 2762,0,0,0,0,0,5196,3,0.02666666666666667,1
18571,0,0,0,0,0,0,18571,3,0.02,1
13604,18016,0,0,0,0,0,31620,3,0.03666666666666667,1
37188,0,0,0,0,0,0,37188,3,0.043333333333333335,1
21772,0,0,0,0,0,0,21772,3,0.04666666666666667,1
 8229,13783,19468,0,0,0,0,41480,4,0.0225,1
 9911,12174,15929,24081,0,0,0,62095,5,0.024,1
13739,0,0,0,0,0,0,13739,3,0.0033333333333333327,1
12941,0,0,0,0,0,0,12941,3,0.01,1
 7715,11678,0,0,0,0,0,19393,3,0.02666666666666667,1
16568,25939,0,0,0,0,0,42507,3,0.03333333333333333,1
14584,17898,0,0,0,0,0,32482,3,0.04,1
 8356,10415,14100,0,0,0,0,32871,4,0.0175,1
 7067, 9660,13424,0,0,0,0,30151,4,0.0225,1
 6866, 7835, 9573,0,0,0,0,24274,4,0.0325,1
182,234,293,391,0,0,0,1100,5,0.026,1
402,552,0,0,0,0,0,954,3,0.006666666666666667,1
 6555,10685,0,0,0,0,0,17240,3,0.01,1
 4397, 5992,0,0,0,0,0,10389,3,0.02333333333333333,1
 9793,13671,0,0,0,0,0,23464,3,0.02666666666666667,1
14844,20223,0,0,0,0,0,35067,3,0.03333333333333333,1
 2573, 3966,0,0,0,0,0,6539,3,0.04666666666666667,1
10154,13920,17711,0,0,0,0,41785,4,0.0225,1
11121,12048,15538,0,0,0,0,38707,4,0.0275,1
 2686, 3133, 3756, 4665, 6217, 9364,0,29821,7,0.0071428571428571435,1
18427,25192,0,0,0,0,0,43619,3,0.0033333333333333327,1
21401,28821,0,0,0,0,0,50222,3,0.006666666666666667,1
19849,0,0,0,0,0,0,19849,3,0.043333333333333335,1
13074,18204,23588,0,0,0,0,54866,4,0.02,1
 3329, 3842, 4561, 5670, 7587,11217,0,36206,7,0.004285714285714286,1
12716,19207,0,0,0,0,0,31923,3,0.0033333333333333327,1
21305,26261,0,0,0,0,0,47566,3,0.013333333333333334,1
19470,25340,0,0,0,0,0,44810,3,0.04,1
13215,22472,0,0,0,0,0,35687,3,0.006666666666666667,1
17531,27244,0,0,0,0,0,44775,3,0.01,1
 6867, 8103,0,0,0,0,0,14970,3,0.043333333333333335,1
 8828,10499,14911,0,0,0,0,34238,4,0.0075,1
 2213, 3120, 4594,0,0,0,0,9927,4,0.02,1
 9005,11508,15664,0,0,0,0,36177,4,0.0325,1
 5195, 5858, 7706,0,0,0,0,18759,4,0.03,1
17420,22145,0,0,0,0,0,39565,3,0.0033333333333333327,1
22310,0,0,0,0,0,0,22310,3,0.006666666666666667,1
20058,0,0,0,0,0,0,20058,3,0.01,1
368,582,0,0,0,0,0,950,3,0.02333333333333333,1
 9694,15691,0,0,0,0,0,25385,3,0.04666666666666667,1
11178,17873,0,0,0,0,0,29051,3,0.04,1
 9897,13694,21335,0,0,0,0,44926,4,0.0025,1
 8710,12285,19640,0,0,0,0,40635,4,0.035,1
19284,0,0,0,0,0,0,19284,3,0.01,1
13383,17924,0,0,0,0,0,31307,3,0.02,1
 2293, 2942,0,0,0,0,0,5235,3,0.03333333333333333,1
17727,25057,0,0,0,0,0,42784,3,0.043333333333333335,1
 2732, 3315,0,0,0,0,0,6047,3,0.04666666666666667,1
 4142, 5399, 7590,0,0,0,0,17131,4,0.0325,1
 7156, 8163,12358,0,0,0,0,27677,4,0.03,1
 2985, 3453, 4994, 7033,0,0,0,18465,5,0.006,1
16452,20728,0,0,0,0,0,37180,3,0.043333333333333335,1
 1198, 1489, 2134,0,0,0,0,4821,4,0.0075,1
14215,18808,26463,0,0,0,0,59486,4,0.015,1
 8608, 9976,12345,16469,24472,0,0,71870,6,0.0016666666666666668,1
12435,17018,0,0,0,0,0,29453,3,0.03333333333333333,1
 2906, 4555,0,0,0,0,0,7461,3,0.03666666666666667,1
 4056, 6449,0,0,0,0,0,10505,3,0.03,1
 9208,13948,0,0,0,0,0,23156,3,0.04666666666666667,1
20147,23669,0,0,0,0,0,43816,3,0.04,1
 7735, 9550,17226,0,0,0,0,34511,4,0.0075,1
 8094,10196,15082,0,0,0,0,33372,4,0.03,1
15756,17798,26259,0,0,0,0,59813,4,0.0,1
18778,23942,0,0,0,0,0,42720,3,0.01,1
500,576,0,0,0,0,0,1076,3,0.02333333333333333,1
 9805,15406,0,0,0,0,0,25211,3,0.02,1
10450,14535,0,0,0,0,0,24985,3,0.03333333333333333,1
 1154, 1226,0,0,0,0,0,2380,3,0.04666666666666667,1
 6456, 8937,12734,0,0,0,0,28127,4,0.0175,1
 8575,11134,16306,0,0,0,0,36015,4,0.025,1
 3996, 5172, 6570, 9686,0,0,0,25424,5,0.0,1
 5434, 7058,0,0,0,0,0,12492,3,0.01,1
 4855, 5784,0,0,0,0,0,10639,3,0.02666666666666667,1
 9992,16495,0,0,0,0,0,26487,3,0.03333333333333333,1
14920,0,0,0,0,0,0,14920,3,0.043333333333333335,1
 8632,10358,0,0,0,0,0,18990,3,0.0,1
13957,14913,22045,0,0,0,0,50915,4,0.0025,1
10317,13252,17050,24602,0,0,0,65221,5,0.026,1
 4691, 5925, 7730,11424,0,0,0,29770,5,0.02,1
 9331,15891,0,0,0,0,0,25222,3,0.013333333333333334,1
22531,0,0,0,0,0,0,22531,3,0.03333333333333333,1
16217,23416,0,0,0,0,0,39633,3,0.03,1
11306,15359,0,0,0,0,0,26665,3,0.043333333333333335,1
 6277, 8335,11538,0,0,0,0,26150,4,0.0075,1
 8290, 9801,12646,0,0,0,0,30737,4,0.035,1
 1881, 2380, 3221, 4731,0,0,0,12213,5,0.002,1
 6089, 7016, 9355,13340,0,0,0,35800,5,0.022000000000000002,1
17846,22551,0,0,0,0,0,40397,3,0.006666666666666667,1
299,410,0,0,0,0,0,709,3,0.016666666666666666,1
13014,15126,0,0,0,0,0,28140,3,0.02666666666666667,1
13085,21658,0,0,0,0,0,34743,3,0.02,1
 8650,10122,15063,0,0,0,0,33835,4,0.0075,1
 7537, 9691,13646,0,0,0,0,30874,4,0.0,1
 9300,11293,15504,21968,0,0,0,58065,5,0.022000000000000002,1
12751,21556,0,0,0,0,0,34307,3,0.0033333333333333327,1
 7175, 9685,0,0,0,0,0,16860,3,0.01,1
 1539, 1601,0,0,0,0,0,3140,3,0.02666666666666667,1
 2068, 3023,0,0,0,0,0,5091,3,0.02,1
17197,22259,0,0,0,0,0,39456,3,0.03333333333333333,1
560,808,0,0,0,0,0,1368,3,0.03666666666666667,1
 1040, 1377,0,0,0,0,0,2417,3,0.03,1
 4366, 7352,0,0,0,0,0,11718,3,0.04,1
 9383,12312,19429,0,0,0,0,41124,4,0.0275,1
21992,24241,0,0,0,0,0,46233,3,0.006666666666666667,1
19030,26841,0,0,0,0,0,45871,3,0.01,1
10227,15025,0,0,0,0,0,25252,3,0.02666666666666667,1
 5569, 5870, 8273,0,0,0,0,19712,4,0.0075,1
 6392, 7429,11683,0,0,0,0,25504,4,0.0275,1
 2180, 2782, 4076,0,0,0,0,9038,4,0.0325,1
 9648,12133,15144,0,0,0,0,36925,4,0.03,1
14702,18782,29284,0,0,0,0,62768,4,0.0,1
 2994, 3762, 5365, 7794,0,0,0,19915,5,0.01,1
 5178, 8281,0,0,0,0,0,13459,3,0.0033333333333333327,1
 9927,14239,0,0,0,0,0,24166,3,0.013333333333333334,1
17996,23440,0,0,0,0,0,41436,3,0.02666666666666667,1
 4638, 5339, 7905,0,0,0,0,17882,4,0.005,1
 6729, 7005,11813,0,0,0,0,25547,4,0.015,1
 6409, 7144,10423,0,0,0,0,23976,4,0.0225,1
13029,18517,25926,0,0,0,0,57472,4,0.0275,1
502,659,999,0,0,0,0,2160,4,0.03,1
10303,13137,16903,25305,0,0,0,65648,5,0.018000000000000002,1
 9051,15282,0,0,0,0,0,24333,3,0.006666666666666667,1
 6347, 9246,0,0,0,0,0,15593,3,0.013333333333333334,1
 1419,0,0,0,0,0,0,1419,3,0.016666666666666666,1
 4271,0,0,0,0,0,0,4271,3,0.03666666666666667,1
 4267, 4844, 5858, 7903,11737,0,0,34609,6,0.005,1
18336,24461,0,0,0,0,0,42797,3,0.013333333333333334,1
15425,21882,0,0,0,0,0,37307,3,0.02666666666666667,1
 7173, 8369,12065,0,0,0,0,27607,4,0.02,1
 3194, 3723, 4403, 5474, 7244,10844,0,34882,7,0.017142857142857144,1
18497,23431,0,0,0,0,0,41928,3,0.02,1
 4238, 5298, 6991,0,0,0,0,16527,4,0.025,1
 2303, 2934, 4474,0,0,0,0,9711,4,0.0325,1
14687,18043,25758,0,0,0,0,58488,4,0.015,1
 1154, 1559, 2206,0,0,0,0,4919,4,0.0,1
 9203,10799,13394,17432,25398,0,0,76226,6,0.011666666666666669,1
 1690, 2114,0,0,0,0,0,3804,3,0.013333333333333334,1
 9040,12872,0,0,0,0,0,21912,3,0.016666666666666666,1
23941,0,0,0,0,0,0,23941,3,0.02333333333333333,1
14499,0,0,0,0,0,0,14499,3,0.03666666666666667,1
 6558,0,0,0,0,0,0,6558,3,0.03,1
10662,14764,0,0,0,0,0,25426,3,0.04,1
12148,20532,0,0,0,0,0,32680,3,0.0,1
14201,20743,27469,0,0,0,0,62413,4,0.0025,1
 1957, 2443, 3101, 4741,0,0,0,12242,5,0.004,1
17906,28519,0,0,0,0,0,46425,3,0.006666666666666667,1
14367,23296,0,0,0,0,0,37663,3,0.03333333333333333,1
 3480, 5616,0,0,0,0,0,9096,3,0.03,1
 2001, 2481, 3973,0,0,0,0,8455,4,0.005,1
10007,12209,17717,25186,0,0,0,65119,5,0.012,1
456,536,710, 1067,0,0,0,2769,5,0.024,1
23255,0,0,0,0,0,0,23255,3,0.02333333333333333,1
 1021,0,0,0,0,0,0,1021,3,0.02,1
 6288, 7763,0,0,0,0,0,14051,3,0.03333333333333333,1
 4818, 6198,0,0,0,0,0,11016,3,0.043333333333333335,1
20324,22271,0,0,0,0,0,42595,3,0.0,1
 5930, 7691,12172,0,0,0,0,25793,4,0.0125,1
 8619,11254,16811,0,0,0,0,36684,4,0.0275,1
11857,15647,20534,0,0,0,0,48038,4,0.02,1
 8429,10483,13135,19659,0,0,0,51706,5,0.006,1
 4515, 6085,0,0,0,0,0,10600,3,0.006666666666666667,1
 2235, 3277,0,0,0,0,0,5512,3,0.03333333333333333,1
 2857, 4035,0,0,0,0,0,6892,3,0.03,1
 6109, 8046,0,0,0,0,0,14155,3,0.043333333333333335,1
 9322,12171,21430,0,0,0,0,42923,4,0.0275,1
 5964, 7139,10667,0,0,0,0,23770,4,0.02,1
15147,16398,29188,0,0,0,0,60733,4,0.0,1
 6190,10365,0,0,0,0,0,16555,3,0.006666666666666667,1
20307,23468,0,0,0,0,0,43775,3,0.01,1
 1005, 1503,0,0,0,0,0,2508,3,0.02333333333333333,1
20600,0,0,0,0,0,0,20600,3,0.02,1
 4740, 7431,0,0,0,0,0,12171,3,0.03333333333333333,1
 5982, 9716,0,0,0,0,0,15698,3,0.03,1
12959,16682,22009,0,0,0,0,51650,4,0.0225,1
15861,0,0,0,0,0,0,15861,3,0.006666666666666667,1
 9098,16089,0,0,0,0,0,25187,3,0.01,1
 1557, 1965,0,0,0,0,0,3522,3,0.02333333333333333,1
446,689,0,0,0,0,0,1135,3,0.03666666666666667,1
 5166, 7703,0,0,0,0,0,12869,3,0.03,1
 9308,12182,0,0,0,0,0,21490,3,0.043333333333333335,1
 6366, 7270,0,0,0,0,0,13636,3,0.04,1
 7002, 8147,12186,0,0,0,0,27335,4,0.0025,1
 1890, 2418, 3481,0,0,0,0,7789,4,0.0275,1
13143,15883,23608,0,0,0,0,52634,4,0.035,1
 1263, 1605, 2235,0,0,0,0,5103,4,0.03,1
 6361, 8334, 9862,15478,0,0,0,40035,5,0.008,1
 6732,10987,0,0,0,0,0,17719,3,0.02333333333333333,1
 5338, 6071,0,0,0,0,0,11409,3,0.03333333333333333,1
18764,28491,0,0,0,0,0,47255,3,0.03666666666666667,1
 9922,11835,17031,0,0,0,0,38788,4,0.02,1
 9569,12107,15854,22758,0,0,0,60288,5,0.004,1
 7694, 9150,12334,18676,0,0,0,47854,5,0.026,1
 7196,11542,0,0,0,0,0,18738,3,0.006666666666666667,1
 6374,10829,0,0,0,0,0,17203,3,0.013333333333333334,1
 6427,10403,0,0,0,0,0,16830,3,0.016666666666666666,1
13604,15695,25367,0,0,0,0,54666,4,0.0075,1
 4061, 4957, 7239,0,0,0,0,16257,4,0.0225,1
 1434, 1821, 2432, 3709,0,0,0,9396,5,0.01,1
 6610, 7805,10070,14762,0,0,0,39247,5,0.0,1
 2483, 3579,0,0,0,0,0,6062,3,0.0033333333333333327,1
11641,14718,0,0,0,0,0,26359,3,0.02666666666666667,1
16258,19794,0,0,0,0,0,36052,3,0.02,1
 5928, 9453,0,0,0,0,0,15381,3,0.03333333333333333,1
17639,23788,0,0,0,0,0,41427,3,0.0,1
 8030,10841,13658,0,0,0,0,32529,4,0.0075,1
 6992, 8427,10773,0,0,0,0,26192,4,0.035,1
 3984, 4983, 7562,0,0,0,0,16529,4,0.03,1
 8782,11838,18443,0,0,0,0,39063,4,0.0,1
13203,21155,0,0,0,0,0,34358,3,0.016666666666666666,1
 8496,13092,0,0,0,0,0,21588,3,0.02333333333333333,1
17731,22087,0,0,0,0,0,39818,3,0.03333333333333333,1
15431,19957,0,0,0,0,0,35388,3,0.03666666666666667,1
12097,18354,0,0,0,0,0,30451,3,0.0,1
13015,16643,25407,0,0,0,0,55065,4,0.035,1
12873,16414,23576,0,0,0,0,52863,4,0.03,1
 2807, 4021,0,0,0,0,0,6828,3,0.0033333333333333327,1
11910,17463,0,0,0,0,0,29373,3,0.013333333333333334,1
11072,16218,0,0,0,0,0,27290,3,0.02666666666666667,1
 7284,10383,0,0,0,0,0,17667,3,0.03333333333333333,1
 2269,0,0,0,0,0,0,2269,3,0.0,1
 4085, 5086, 7444,0,0,0,0,16615,4,0.015,1
 9298,11175,14654,21329,0,0,0,56456,5,0.012,1
 8676, 9921,13405,20066,0,0,0,52068,5,0.022000000000000002,1
17965,20053,0,0,0,0,0,38018,3,0.0033333333333333327,1
14102,19198,0,0,0,0,0,33300,3,0.04666666666666667,1
 6005, 9525,0,0,0,0,0,15530,3,0.04,1
 7046, 8681,12562,0,0,0,0,28289,4,0.0175,1
 6574, 7959,10437,15386,0,0,0,40356,5,0.024,1
 1908, 2345, 2838, 3649, 5475,0,0,16215,6,0.01833333333333333,1
 7657, 9229,0,0,0,0,0,16886,3,0.006666666666666667,1
15959,21856,0,0,0,0,0,37815,3,0.03666666666666667,1
11154,18862,0,0,0,0,0,30016,3,0.03,1
 5905, 7945,0,0,0,0,0,13850,3,0.04666666666666667,1
 2579, 3542, 4456,0,0,0,0,10577,4,0.0325,1
 7831, 9743,12849,0,0,0,0,30423,4,0.035,1
13263,16778,20672,0,0,0,0,50713,4,0.03,1
 5179, 6735, 8499,12350,0,0,0,32763,5,0.016,1
15480,22784,0,0,0,0,0,38264,3,0.016666666666666666,1
22650,28175,0,0,0,0,0,50825,3,0.04,1
14282,17840,26188,0,0,0,0,58310,4,0.0175,1
12102,14903,22780,0,0,0,0,49785,4,0.025,1
921, 1080, 1346, 1721, 2507,0,0,7575,6,0.005,1
 1764, 3293,0,0,0,0,0,5057,3,0.02333333333333333,1
16670,19803,0,0,0,0,0,36473,3,0.02666666666666667,1
 8275, 9829,0,0,0,0,0,18104,3,0.03333333333333333,1
13948,21362,0,0,0,0,0,35310,3,0.03,1
10117,11874,15070,23092,0,0,0,60153,5,0.02,1
 5856, 8436,0,0,0,0,0,14292,3,0.0033333333333333327,1
942, 1286,0,0,0,0,0,2228,3,0.013333333333333334,1
14266,18201,0,0,0,0,0,32467,3,0.016666666666666666,1
15941,16629,0,0,0,0,0,32570,3,0.03666666666666667,1
 7272,10516,0,0,0,0,0,17788,3,0.03,1
11029,17386,0,0,0,0,0,28415,3,0.04,1
 3173, 3541, 5438,0,0,0,0,12152,4,0.0225,1
11801,15124,23343,0,0,0,0,50268,4,0.025,1
 1910, 2333, 3211,0,0,0,0,7454,4,0.0275,1
 4897, 6303, 7649,11575,0,0,0,30424,5,0.008,1
 1653, 1882, 2220, 2768, 3734, 5533,0,17790,7,0.015714285714285715,1
 5170, 7608,0,0,0,0,0,12778,3,0.006666666666666667,1
18792,22699,0,0,0,0,0,41491,3,0.02,1
 6738,10126,0,0,0,0,0,16864,3,0.043333333333333335,1
11065,14908,22442,0,0,0,0,48415,4,0.0275,1
204,326,0,0,0,0,0,530,3,0.006666666666666667,1
 3215, 3965,0,0,0,0,0,7180,3,0.03333333333333333,1
 6199, 6935,0,0,0,0,0,13134,3,0.03666666666666667,1
16327,0,0,0,0,0,0,16327,3,0.03,1
14255,22686,0,0,0,0,0,36941,3,0.0,1
 2753, 3476, 5577,0,0,0,0,11806,4,0.0275,1
 6328, 8191,10978,0,0,0,0,25497,4,0.0325,1
 2449, 3020, 4271,0,0,0,0,9740,4,0.035,1
 3744, 4604, 6200, 8769,0,0,0,23317,5,0.012,1
14156,23008,0,0,0,0,0,37164,3,0.02666666666666667,1
17516,26966,0,0,0,0,0,44482,3,0.03666666666666667,1
17909,21338,0,0,0,0,0,39247,3,0.0,1
 2564, 3587, 5423,0,0,0,0,11574,4,0.0125,1
 4501, 6110, 8782,0,0,0,0,19393,4,0.035,1
 3548, 4048, 5565, 8038,0,0,0,21199,5,0.018000000000000002,1
 6581, 8293,10649,15578,0,0,0,41101,5,0.01,1
18782,25961,0,0,0,0,0,44743,3,0.0033333333333333327,1
16815,19663,0,0,0,0,0,36478,3,0.01,1
 3153, 5276,0,0,0,0,0,8429,3,0.03333333333333333,1
24124,0,0,0,0,0,0,24124,3,0.03,1
 3370, 5769,0,0,0,0,0,9139,3,0.043333333333333335,1
 7401, 9501,14786,0,0,0,0,31688,4,0.02,1
 7072, 8583,11032,16991,0,0,0,43678,5,0.004,1
 4402, 5724, 7457,11285,0,0,0,28868,5,0.008,1
11565,20012,0,0,0,0,0,31577,3,0.013333333333333334,1
19353,24749,0,0,0,0,0,44102,3,0.01,1
19635,22576,0,0,0,0,0,42211,3,0.043333333333333335,1
 9595,0,0,0,0,0,0,9595,3,0.04,1
13402,17516,25306,0,0,0,0,56224,4,0.0075,1
 1500, 1919, 2536,0,0,0,0,5955,4,0.0225,1
 2727, 3487, 4261, 6563,0,0,0,17038,5,0.014000000000000002,1
15298,0,0,0,0,0,0,15298,3,0.006666666666666667,1
18473,22829,0,0,0,0,0,41302,3,0.013333333333333334,1
28604,0,0,0,0,0,0,28604,3,0.01,1
14009,20585,0,0,0,0,0,34594,3,0.02666666666666667,1
15388,19871,0,0,0,0,0,35259,3,0.0,1
501,790, 1112,0,0,0,0,2403,4,0.0025,1
11489,13436,18316,26099,0,0,0,69340,5,0.008,1
14079,20922,0,0,0,0,0,35001,3,0.016666666666666666,1
16477,24550,0,0,0,0,0,41027,3,0.02666666666666667,1
 8406,11148,0,0,0,0,0,19554,3,0.03333333333333333,1
15552,17986,0,0,0,0,0,33538,3,0.0,1
 5537, 7521,11611,0,0,0,0,24669,4,0.0025,1
11024,14137,19990,0,0,0,0,45151,4,0.0125,1
 5400, 7050,10264,0,0,0,0,22714,4,0.0175,1
23240,0,0,0,0,0,0,23240,3,0.006666666666666667,1
12712,0,0,0,0,0,0,12712,3,0.013333333333333334,1
14193,16768,0,0,0,0,0,30961,3,0.016666666666666666,1
 4413, 5527,0,0,0,0,0,9940,3,0.01,1
 9539,16526,0,0,0,0,0,26065,3,0.02333333333333333,1
10684,14062,0,0,0,0,0,24746,3,0.02666666666666667,1
723,827,0,0,0,0,0,1550,3,0.03666666666666667,1
