round1winnervotes,round2winnervotes,round3winnervotes,round4winnervotes,round5winnervotes,round6winnervotes,round7winnervotes,total_votes_allrounds,num_candidates,noise,spoiled
12276,15104,22475,0,0,0,0,49855,4,0.1775,1
 8079,10229,13730,0,0,0,0,32038,4,0.22,1
808, 1162,0,0,0,0,0,1970,3,0.17333333333333334,1
 6827, 9421,0,0,0,0,0,16248,3,0.20666666666666667,1
21931,25448,0,0,0,0,0,47379,3,0.21666666666666667,1
 3838, 4956,0,0,0,0,0,8794,3,0.21,1
 1413, 1889,0,0,0,0,0,3302,3,0.23666666666666664,1
18890,22876,0,0,0,0,0,41766,3,0.2433333333333333,1
14365,21311,0,0,0,0,0,35676,3,0.2533333333333333,1
12537,16300,25303,0,0,0,0,54140,4,0.1275,1
 1308, 1564, 2119, 3105,0,0,0,8096,5,0.188,1
 7935, 9052,0,0,0,0,0,16987,3,0.19,1
10542,14936,0,0,0,0,0,25478,3,0.19333333333333333,1
13285,20152,0,0,0,0,0,33437,3,0.22,1
17659,23800,0,0,0,0,0,41459,3,0.2433333333333333,1
17745,22642,0,0,0,0,0,40387,3,0.2533333333333333,1
19005,23424,0,0,0,0,0,42429,3,0.25666666666666665,1
11016,15263,0,0,0,0,0,26279,3,0.2933333333333333,1
 2639, 3222, 4151, 6018,0,0,0,16030,5,0.16599999999999998,1
11783,17285,0,0,0,0,0,29068,3,0.18666666666666668,1
 6773, 9791,0,0,0,0,0,16564,3,0.21,1
 4092, 6084,0,0,0,0,0,10176,3,0.22333333333333336,1
13981,19565,0,0,0,0,0,33546,3,0.26666666666666666,1
451,599,0,0,0,0,0,1050,3,0.26,1
16909,22116,0,0,0,0,0,39025,3,0.27,1
365,448,650,0,0,0,0,1463,4,0.195,1
 7530, 9627,13814,0,0,0,0,30971,4,0.2025,1
 8976,10737,14343,0,0,0,0,34056,4,0.23,1
 9298,11932,15068,22342,0,0,0,58640,5,0.198,1
10724,13757,0,0,0,0,0,24481,3,0.2,1
13035,18268,0,0,0,0,0,31303,3,0.26666666666666666,1
 8105,10344,0,0,0,0,0,18449,3,0.28,1
 1208, 1698,0,0,0,0,0,2906,3,0.32,1
14466,17122,23580,0,0,0,0,55168,4,0.1775,1
 9033,12086,18885,0,0,0,0,40004,4,0.215,1
 9377,11538,15833,23287,0,0,0,60035,5,0.102,1
 4296, 6197,0,0,0,0,0,10493,3,0.19666666666666666,1
13800,20143,0,0,0,0,0,33943,3,0.22,1
11333,13724,18966,0,0,0,0,44023,4,0.1425,1
10359,12145,19729,0,0,0,0,42233,4,0.14,1
 3828, 4796, 6465, 9645,0,0,0,24734,5,0.122,1
 1589, 1889, 2309, 3114, 4594,0,0,13495,6,0.16333333333333333,1
20025,24640,0,0,0,0,0,44665,3,0.19333333333333333,1
 1308, 1566,0,0,0,0,0,2874,3,0.2866666666666667,1
16305,21336,0,0,0,0,0,37641,3,0.2966666666666667,1
 7993, 9621,12012,15878,23740,0,0,69244,6,0.08333333333333333,1
12049,16012,0,0,0,0,0,28061,3,0.17666666666666667,1
16743,22616,0,0,0,0,0,39359,3,0.19666666666666666,1
 7501,10800,0,0,0,0,0,18301,3,0.2766666666666667,1
 5879, 8332,0,0,0,0,0,14211,3,0.33,1
11256,13986,20003,0,0,0,0,45245,4,0.1275,1
 2585, 3565, 5003,0,0,0,0,11153,4,0.225,1
 8283,10874,16434,0,0,0,0,35591,4,0.2425,1
 5247, 6451, 8310,12206,0,0,0,32214,5,0.13799999999999998,1
 7654, 9083,0,0,0,0,0,16737,3,0.22,1
 9558,14315,0,0,0,0,0,23873,3,0.31666666666666665,1
10249,13589,20087,0,0,0,0,43925,4,0.1375,1
 4535, 5607, 7750,0,0,0,0,17892,4,0.2025,1
 5915, 7811,11395,0,0,0,0,25121,4,0.2475,1
 3580, 4192, 5159, 6821,10060,0,0,29812,6,0.155,1
21536,25160,0,0,0,0,0,46696,3,0.23,1
15352,20269,0,0,0,0,0,35621,3,0.2433333333333333,1
15873,24887,0,0,0,0,0,40760,3,0.24,1
 5899, 8486,0,0,0,0,0,14385,3,0.26666666666666666,1
13816,19778,0,0,0,0,0,33594,3,0.31666666666666665,1
 7691, 9881,14613,0,0,0,0,32185,4,0.1375,1
 4119, 5100, 8568,0,0,0,0,17787,4,0.1525,1
 1604, 2227,0,0,0,0,0,3831,3,0.19666666666666666,1
11030,13202,0,0,0,0,0,24232,3,0.21,1
 2093,0,0,0,0,0,0,2093,3,0.2533333333333333,1
18348,21446,0,0,0,0,0,39794,3,0.26333333333333336,1
13634,20324,0,0,0,0,0,33958,3,0.2933333333333333,1
21431,25374,0,0,0,0,0,46805,3,0.3033333333333333,1
 2432, 2763, 3900,0,0,0,0,9095,4,0.2375,1
 5118, 6693, 9552,0,0,0,0,21363,4,0.23,1
 9879,11788,15642,23771,0,0,0,61080,5,0.11,1
 8063, 9845,12111,15735,23086,0,0,68840,6,0.1,1
 5210,0,0,0,0,0,0,5210,3,0.17666666666666667,1
16189,21745,0,0,0,0,0,37934,3,0.23,1
 1533, 2161,0,0,0,0,0,3694,3,0.22,1
13711,18868,0,0,0,0,0,32579,3,0.3,1
 4826, 5623, 8369,0,0,0,0,18818,4,0.1375,1
16768,19582,25542,0,0,0,0,61892,4,0.165,1
12351,16685,24430,0,0,0,0,53466,4,0.23,1
 1734, 2185, 2789, 4223,0,0,0,10931,5,0.114,1
 2488, 3416,0,0,0,0,0,5904,3,0.2533333333333333,1
 3204, 4208,0,0,0,0,0,7412,3,0.2766666666666667,1
14119,21209,0,0,0,0,0,35328,3,0.2933333333333333,1
 7508, 9894,14567,0,0,0,0,31969,4,0.1475,1
 7867, 9622,14023,0,0,0,0,31512,4,0.17,1
 5142, 6013, 7989,12041,0,0,0,31185,5,0.172,1
 9739,11628,15885,24181,0,0,0,61433,5,0.18600000000000003,1
 2110, 2436, 2920, 4293,0,0,0,11759,5,0.196,1
 6908, 9565,0,0,0,0,0,16473,3,0.20333333333333334,1
13057,18708,0,0,0,0,0,31765,3,0.22333333333333336,1
 7532,10762,0,0,0,0,0,18294,3,0.2266666666666667,1
 9320,13538,0,0,0,0,0,22858,3,0.26,1
 9215,10837,15390,0,0,0,0,35442,4,0.13,1
 1442, 1672, 2321,0,0,0,0,5435,4,0.185,1
 3491, 4563, 6279,0,0,0,0,14333,4,0.2325,1
 4312, 5484, 7208,10862,0,0,0,27866,5,0.16799999999999998,1
 2268, 2640, 3565, 5422,0,0,0,13895,5,0.198,1
27621,0,0,0,0,0,0,27621,3,0.16666666666666666,1
10350,15633,0,0,0,0,0,25983,3,0.19,1
 5706, 8224,0,0,0,0,0,13930,3,0.2333333333333333,1
11472,15991,0,0,0,0,0,27463,3,0.26666666666666666,1
 7168,10873,0,0,0,0,0,18041,3,0.28,1
 4219, 5187,0,0,0,0,0,9406,3,0.27,1
 7849,12209,0,0,0,0,0,20058,3,0.2933333333333333,1
12238,15498,19228,0,0,0,0,46964,4,0.215,1
 8626,10470,15979,0,0,0,0,35075,4,0.2425,1
 9275,10948,0,0,0,0,0,20223,3,0.17333333333333334,1
 4395, 6421,0,0,0,0,0,10816,3,0.18000000000000002,1
12730,17574,0,0,0,0,0,30304,3,0.19666666666666666,1
16317,21481,0,0,0,0,0,37798,3,0.2,1
10740,13471,0,0,0,0,0,24211,3,0.20666666666666667,1
19857,23283,0,0,0,0,0,43140,3,0.24,1
 6409, 7537,0,0,0,0,0,13946,3,0.26,1
15039,17771,0,0,0,0,0,32810,3,0.32,1
11287,13422,17941,0,0,0,0,42650,4,0.125,1
 5768, 6974,10634,0,0,0,0,23376,4,0.135,1
21715,28027,0,0,0,0,0,49742,3,0.18333333333333332,1
17964,23477,0,0,0,0,0,41441,3,0.22333333333333336,1
303,361,0,0,0,0,0,664,3,0.22,1
 7008, 9295,0,0,0,0,0,16303,3,0.2466666666666667,1
 7881,11585,0,0,0,0,0,19466,3,0.26333333333333336,1
17221,20412,0,0,0,0,0,37633,3,0.32666666666666666,1
 4304, 5959, 9091,0,0,0,0,19354,4,0.23,1
 3988, 4974, 6685, 9826,0,0,0,25473,5,0.122,1
11247,17500,0,0,0,0,0,28747,3,0.17666666666666667,1
12755,16740,0,0,0,0,0,29495,3,0.22333333333333336,1
 7792,10283,0,0,0,0,0,18075,3,0.2533333333333333,1
12848,21716,0,0,0,0,0,34564,3,0.26,1
16211,20533,0,0,0,0,0,36744,3,0.2733333333333333,1
15252,22674,0,0,0,0,0,37926,3,0.28,1
19994,24393,0,0,0,0,0,44387,3,0.2833333333333333,1
 6392, 8477,0,0,0,0,0,14869,3,0.17333333333333334,1
15091,18011,0,0,0,0,0,33102,3,0.22333333333333336,1
 7313,11416,0,0,0,0,0,18729,3,0.2433333333333333,1
26957,0,0,0,0,0,0,26957,3,0.28,1
13232,17171,0,0,0,0,0,30403,3,0.29,1
 7982,10143,13774,0,0,0,0,31899,4,0.19,1
12519,15529,21770,0,0,0,0,49818,4,0.2425,1
 6634,10255,0,0,0,0,0,16889,3,0.17666666666666667,1
 7302, 9117,13121,0,0,0,0,29540,4,0.2275,1
14362,18127,26420,0,0,0,0,58909,4,0.2475,1
 6032, 7138, 9035,11972,17860,0,0,52037,6,0.13,1
 8418,13280,0,0,0,0,0,21698,3,0.21333333333333332,1
13398,18895,0,0,0,0,0,32293,3,0.2333333333333333,1
15305,21297,0,0,0,0,0,36602,3,0.2766666666666667,1
 1909, 2618,0,0,0,0,0,4527,3,0.2866666666666667,1
 3380, 4353, 6183,0,0,0,0,13916,4,0.2125,1
11665,13178,17070,23656,0,0,0,65569,5,0.128,1
 1266, 1518, 1930, 2810,0,0,0,7524,5,0.16799999999999998,1
 6612, 8488,11510,17242,0,0,0,43852,5,0.192,1
531,778,0,0,0,0,0,1309,3,0.17333333333333334,1
 8293,13013,0,0,0,0,0,21306,3,0.21,1
16435,19363,0,0,0,0,0,35798,3,0.27,1
 6873, 9013,0,0,0,0,0,15886,3,0.3033333333333333,1
 9588,14533,0,0,0,0,0,24121,3,0.3133333333333333,1
11300,13434,19153,0,0,0,0,43887,4,0.205,1
 2837, 3376, 4177, 5455, 8089,0,0,23934,6,0.14333333333333334,1
14504,20624,0,0,0,0,0,35128,3,0.22,1
 7018,10357,0,0,0,0,0,17375,3,0.26333333333333336,1
13128,15154,0,0,0,0,0,28282,3,0.2833333333333333,1
16861,25219,0,0,0,0,0,42080,3,0.3066666666666667,1
11777,16717,0,0,0,0,0,28494,3,0.3233333333333333,1
 9355,11615,0,0,0,0,0,20970,3,0.33,1
 4683, 5788, 7575,11513,0,0,0,29559,5,0.108,1
13859,17112,0,0,0,0,0,30971,3,0.21666666666666667,1
 8468,13241,0,0,0,0,0,21709,3,0.26,1
507,691,0,0,0,0,0,1198,3,0.3033333333333333,1
 7583, 9138,13390,0,0,0,0,30111,4,0.1975,1
 9847,12863,19933,0,0,0,0,42643,4,0.19,1
12125,15138,21633,0,0,0,0,48896,4,0.2075,1
 9129,11158,14447,21163,0,0,0,55897,5,0.184,1
19320,26921,0,0,0,0,0,46241,3,0.17666666666666667,1
461,675,0,0,0,0,0,1136,3,0.18333333333333332,1
 9759,13404,0,0,0,0,0,23163,3,0.2333333333333333,1
 9562,16212,0,0,0,0,0,25774,3,0.2833333333333333,1
 4639, 5470, 6802, 9133,13529,0,0,39573,6,0.085,1
10881,13557,0,0,0,0,0,24438,3,0.16666666666666666,1
 6751, 7746,0,0,0,0,0,14497,3,0.21333333333333332,1
16405,0,0,0,0,0,0,16405,3,0.26,1
15280,20396,0,0,0,0,0,35676,3,0.29,1
15424,19629,0,0,0,0,0,35053,3,0.3133333333333333,1
13020,16583,0,0,0,0,0,29603,3,0.3233333333333333,1
 6358, 9031,0,0,0,0,0,15389,3,0.33,1
10725,13452,18933,0,0,0,0,43110,4,0.125,1
10293,11386,16385,0,0,0,0,38064,4,0.23,1
13424,15681,0,0,0,0,0,29105,3,0.18000000000000002,1
 3151, 4628,0,0,0,0,0,7779,3,0.2866666666666667,1
 8102, 9914,0,0,0,0,0,18016,3,0.3133333333333333,1
 1717, 2268, 3485,0,0,0,0,7470,4,0.135,1
12607,14208,20006,0,0,0,0,46821,4,0.1375,1
 3398, 4121, 5713,0,0,0,0,13232,4,0.19,1
 1869, 2436, 3600,0,0,0,0,7905,4,0.2,1
 5040, 6252, 7998,11396,0,0,0,30686,5,0.174,1
 2332, 2802, 3475, 4669, 7112,0,0,20390,6,0.125,1
 4998, 6229,0,0,0,0,0,11227,3,0.17333333333333334,1
15184,17402,0,0,0,0,0,32586,3,0.2466666666666667,1
 1953, 2538,0,0,0,0,0,4491,3,0.25,1
 5917, 8399,0,0,0,0,0,14316,3,0.32,1
10446,14196,21793,0,0,0,0,46435,4,0.1475,1
 9676,11471,15814,23402,0,0,0,60363,5,0.108,1
 5355, 6468, 8188,12003,0,0,0,32014,5,0.198,1
 9497,13248,0,0,0,0,0,22745,3,0.25666666666666665,1
 1522, 2105,0,0,0,0,0,3627,3,0.32666666666666666,1
 1731, 2430, 3308,0,0,0,0,7469,4,0.1275,1
 9473,11602,17009,0,0,0,0,38084,4,0.17,1
13847,17520,25544,0,0,0,0,56911,4,0.1875,1
 6867, 8840,11697,0,0,0,0,27404,4,0.19,1
 9377,11972,17057,0,0,0,0,38406,4,0.235,1
860, 1068, 1322, 1885,0,0,0,5135,5,0.102,1
 1615, 1929, 2681, 4071,0,0,0,10296,5,0.128,1
 6878, 9810,0,0,0,0,0,16688,3,0.2466666666666667,1
19126,26238,0,0,0,0,0,45364,3,0.26,1
 7063,10322,0,0,0,0,0,17385,3,0.29,1
 7347,10290,0,0,0,0,0,17637,3,0.3233333333333333,1
 1960, 2624,0,0,0,0,0,4584,3,0.32,1
 1532, 2027, 3225,0,0,0,0,6784,4,0.1275,1
13287,16934,23335,0,0,0,0,53556,4,0.1525,1
14372,18298,25005,0,0,0,0,57675,4,0.1875,1
 2290, 2733, 3610, 4918,0,0,0,13551,5,0.11,1
14436,19261,0,0,0,0,0,33697,3,0.17333333333333334,1
12651,19754,0,0,0,0,0,32405,3,0.24,1
12170,18607,0,0,0,0,0,30777,3,0.25666666666666665,1
549,782,0,0,0,0,0,1331,3,0.26666666666666666,1
 3556, 5444,0,0,0,0,0,9000,3,0.26,1
 5658, 8577,0,0,0,0,0,14235,3,0.28,1
 1339, 1825,0,0,0,0,0,3164,3,0.2966666666666667,1
14965,18565,26552,0,0,0,0,60082,4,0.16,1
15969,18369,26671,0,0,0,0,61009,4,0.1775,1
 7316, 9483,13835,0,0,0,0,30634,4,0.21,1
13288,17005,0,0,0,0,0,30293,3,0.2,1
 4440, 5473,0,0,0,0,0,9913,3,0.26,1
15485,18518,0,0,0,0,0,34003,3,0.2966666666666667,1
14786,23085,0,0,0,0,0,37871,3,0.3066666666666667,1
 8276,10238,14949,0,0,0,0,33463,4,0.235,1
 4613, 5388, 6451, 8110,10825,16174,0,51561,7,0.14,1
 6615, 9403,0,0,0,0,0,16018,3,0.2,1
13893,21089,0,0,0,0,0,34982,3,0.24,1
14206,20829,0,0,0,0,0,35035,3,0.28,1
 8783,11717,16867,0,0,0,0,37367,4,0.1675,1
628,800,988, 1478,0,0,0,3894,5,0.162,1
 1629, 2142,0,0,0,0,0,3771,3,0.17333333333333334,1
10551,16689,0,0,0,0,0,27240,3,0.17,1
19355,23351,0,0,0,0,0,42706,3,0.2333333333333333,1
22825,0,0,0,0,0,0,22825,3,0.24,1
17217,20929,0,0,0,0,0,38146,3,0.3033333333333333,1
12971,16431,0,0,0,0,0,29402,3,0.3,1
 5715, 7790,10572,0,0,0,0,24077,4,0.1675,1
866, 1048, 1468,0,0,0,0,3382,4,0.185,1
 2423, 2945, 3597, 4823, 7219,0,0,21007,6,0.10833333333333334,1
 5439, 6727,0,0,0,0,0,12166,3,0.22333333333333336,1
15068,22831,0,0,0,0,0,37899,3,0.2533333333333333,1
10852,14500,20426,0,0,0,0,45778,4,0.13,1
11097,14721,19290,0,0,0,0,45108,4,0.165,1
 4662, 5993, 8511,0,0,0,0,19166,4,0.2325,1
 4566, 6525,0,0,0,0,0,11091,3,0.17,1
 7684, 8805,0,0,0,0,0,16489,3,0.19333333333333333,1
 6150, 7699,0,0,0,0,0,13849,3,0.21666666666666667,1
 7518,10280,0,0,0,0,0,17798,3,0.22333333333333336,1
 1662, 2661,0,0,0,0,0,4323,3,0.2533333333333333,1
251,305,0,0,0,0,0,556,3,0.2933333333333333,1
12390,16409,22380,0,0,0,0,51179,4,0.1275,1
13026,16334,22655,0,0,0,0,52015,4,0.1675,1
 3072, 3605, 5627,0,0,0,0,12304,4,0.1875,1
 4988, 5877, 7841,11446,0,0,0,30152,5,0.114,1
 2272, 2996, 3937, 5700,0,0,0,14905,5,0.126,1
13396,16653,0,0,0,0,0,30049,3,0.2466666666666667,1
 5350, 8001,0,0,0,0,0,13351,3,0.2766666666666667,1
 7935, 9438,0,0,0,0,0,17373,3,0.3033333333333333,1
 8937,11608,0,0,0,0,0,20545,3,0.31666666666666665,1
 5718, 7499,11242,0,0,0,0,24459,4,0.1725,1
10074,12239,16210,22745,0,0,0,61268,5,0.198,1
18253,23351,0,0,0,0,0,41604,3,0.21,1
13842,17090,0,0,0,0,0,30932,3,0.23,1
 8270,10131,0,0,0,0,0,18401,3,0.23666666666666664,1
14109,19301,0,0,0,0,0,33410,3,0.31,1
 5970, 7219, 9152,12861,0,0,0,35202,5,0.13799999999999998,1
820,962, 1148, 1534, 2268,0,0,6732,6,0.16,1
11216,14903,0,0,0,0,0,26119,3,0.2,1
 9520,11971,0,0,0,0,0,21491,3,0.21666666666666667,1
17036,21576,0,0,0,0,0,38612,3,0.23,1
 4358, 5984,0,0,0,0,0,10342,3,0.2333333333333333,1
16101,23340,0,0,0,0,0,39441,3,0.32,1
10229,13629,20207,0,0,0,0,44065,4,0.1775,1
 4093, 5097, 6433, 9643,0,0,0,25266,5,0.19399999999999998,1
14244,18348,0,0,0,0,0,32592,3,0.16666666666666666,1
 9277,11404,0,0,0,0,0,20681,3,0.18333333333333332,1
14340,19913,0,0,0,0,0,34253,3,0.3066666666666667,1
17228,24268,0,0,0,0,0,41496,3,0.3233333333333333,1
 3738, 5102,0,0,0,0,0,8840,3,0.3,1
 5381, 6547, 9195,0,0,0,0,21123,4,0.18,1
 8577,10832,15356,0,0,0,0,34765,4,0.2125,1
10663,13400,20232,0,0,0,0,44295,4,0.2225,1
 3758, 4936,0,0,0,0,0,8694,3,0.18333333333333332,1
 4497, 6215,0,0,0,0,0,10712,3,0.23,1
 2484, 3659,0,0,0,0,0,6143,3,0.2333333333333333,1
13413,15780,0,0,0,0,0,29193,3,0.26666666666666666,1
15151,0,0,0,0,0,0,15151,3,0.26,1
 7864,11725,0,0,0,0,0,19589,3,0.2966666666666667,1
 4882, 7034,0,0,0,0,0,11916,3,0.3233333333333333,1
750,862, 1250,0,0,0,0,2862,4,0.1725,1
 7601, 9558,11919,0,0,0,0,29078,4,0.175,1
 2679, 3389, 5002,0,0,0,0,11070,4,0.1975,1
12203,14748,19643,0,0,0,0,46594,4,0.2225,1
 9231,10847,14462,21938,0,0,0,56478,5,0.18600000000000003,1
 2972, 4208,0,0,0,0,0,7180,3,0.18000000000000002,1
18129,25425,0,0,0,0,0,43554,3,0.21333333333333332,1
11870,16899,0,0,0,0,0,28769,3,0.22333333333333336,1
 9333,11671,0,0,0,0,0,21004,3,0.24,1
 9515,12840,0,0,0,0,0,22355,3,0.25666666666666665,1
 3624,0,0,0,0,0,0,3624,3,0.26,1
 8255,13433,0,0,0,0,0,21688,3,0.2733333333333333,1
 2873, 3312, 4563,0,0,0,0,10748,4,0.16,1
 6124, 6940, 9104,13471,0,0,0,35639,5,0.14800000000000002,1
17534,26470,0,0,0,0,0,44004,3,0.17666666666666667,1
 4039, 5713,0,0,0,0,0,9752,3,0.21,1
12507,15966,0,0,0,0,0,28473,3,0.2266666666666667,1
 6604, 9891,0,0,0,0,0,16495,3,0.2733333333333333,1
 2128, 3365,0,0,0,0,0,5493,3,0.2833333333333333,1
11710,15349,0,0,0,0,0,27059,3,0.31666666666666665,1
13504,15972,0,0,0,0,0,29476,3,0.31,1
11427,15305,0,0,0,0,0,26732,3,0.32,1
 3808, 4452, 7067,0,0,0,0,15327,4,0.145,1
10490,12332,18553,0,0,0,0,41375,4,0.18,1
18034,23269,0,0,0,0,0,41303,3,0.2433333333333333,1
471,689,0,0,0,0,0,1160,3,0.2833333333333333,1
13601,16640,0,0,0,0,0,30241,3,0.3133333333333333,1
11637,16029,23886,0,0,0,0,51552,4,0.195,1
14984,18348,26585,0,0,0,0,59917,4,0.22,1
 8143, 9622,12669,18680,0,0,0,49114,5,0.152,1
11579,16843,0,0,0,0,0,28422,3,0.17333333333333334,1
13017,0,0,0,0,0,0,13017,3,0.18666666666666668,1
15760,19189,0,0,0,0,0,34949,3,0.20666666666666667,1
 6549, 8346,0,0,0,0,0,14895,3,0.2433333333333333,1
16707,24379,0,0,0,0,0,41086,3,0.3133333333333333,1
 5622, 8541,0,0,0,0,0,14163,3,0.3,1
 2906, 3579, 5314,0,0,0,0,11799,4,0.175,1
 5768, 7274, 9989,0,0,0,0,23031,4,0.1775,1
 4673, 6080, 7995,12186,0,0,0,30934,5,0.14,1
 8678,12068,0,0,0,0,0,20746,3,0.19333333333333333,1
 2696, 3723,0,0,0,0,0,6419,3,0.20333333333333334,1
