round1winnervotes,round2winnervotes,round3winnervotes,round4winnervotes,round5winnervotes,round6winnervotes,round7winnervotes,total_votes_allrounds,num_candidates,noise,spoiled
11249,14286,20380,0,0,0.0,0.0,45915,4.0,0.0025,1
506,599,774,1102,0,0.0,0.0,2981,5.0,0.004,1
7403,9351,11940,18120,0,0.0,0.0,46814,5.0,0.006,0
12783,14882,0,0,0,0.0,0.0,27665,3.0,0.0033333333333333,1
20383,27682,0,0,0,0.0,0.0,48065,3.0,0.0133333333333333,1
12687,17537,0,0,0,0.0,0.0,30224,3.0,0.0233333333333333,1
3750,4642,6394,0,0,0.0,0.0,14786,4.0,0.0025,1
10191,14965,19804,0,0,0.0,0.0,44960,4.0,0.015,1
14458,0,0,0,0,0.0,0.0,14458,3.0,0.0033333333333333,1
2766,0,0,0,0,0.0,0.0,2766,3.0,0.0133333333333333,1
8756,0,0,0,0,0.0,0.0,8756,3.0,0.0166666666666666,1
15436,0,0,0,0,0.0,0.0,15436,3.0,0.01,1
4255,5602,0,0,0,0.0,0.0,9857,3.0,0.02,1
12164,17913,0,0,0,0.0,0.0,30077,3.0,0.0466666666666666,1
6836,7304,0,0,0,0.0,0.0,14140,3.0,0.0,1
7226,8375,10457,13876,20619,0.0,0.0,60553,6.0,0.015,1
10644,15789,0,0,0,0.0,0.0,26433,3.0,0.0133333333333333,1
1517,1722,2413,0,0,0.0,0.0,5652,4.0,0.0175,1
11370,13751,0,0,0,0.0,0.0,25121,3.0,0.0133333333333333,1
12792,18144,0,0,0,0.0,0.0,30936,3.0,0.0266666666666666,1
1778,2313,0,0,0,0.0,0.0,4091,3.0,0.0,1
6234,7460,10132,0,0,0.0,0.0,23826,4.0,0.0275,1
2813,4017,6093,0,0,0.0,0.0,12923,4.0,0.03,1
4652,5693,7628,10623,0,0.0,0.0,28596,5.0,0.0,1
1864,2160,2571,3200,4247,6384.0,0.0,20426,7.0,0.0,1
25913,0,0,0,0,0.0,0.0,25913,3.0,0.0433333333333333,1
3118,4396,0,0,0,0.0,0.0,7514,3.0,0.0133333333333333,1
14596,20961,0,0,0,0.0,0.0,35557,3.0,0.0166666666666666,1
11918,0,0,0,0,0.0,0.0,11918,3.0,0.02,1
3840,4335,0,0,0,0.0,0.0,8175,3.0,0.0466666666666666,1
5422,8005,0,0,0,0.0,0.0,13427,3.0,0.0,0
5928,8102,12607,0,0,0.0,0.0,26637,4.0,0.015,1
13011,16894,25304,0,0,0.0,0.0,55209,4.0,0.0275,0
5207,0,0,0,0,0.0,0.0,5207,3.0,0.0033333333333333,1
22572,0,0,0,0,0.0,0.0,22572,3.0,0.0066666666666666,1
18204,23389,0,0,0,0.0,0.0,41593,3.0,0.02,1
5820,9783,0,0,0,0.0,0.0,15603,3.0,0.0466666666666666,1
1979,2317,2926,3955,5880,0.0,0.0,17057,6.0,0.0083333333333333,1
17984,23710,0,0,0,0.0,0.0,41694,3.0,0.03,1
21714,0,0,0,0,0.0,0.0,21714,3.0,0.0133333333333333,1
3817,5932,0,0,0,0.0,0.0,9749,3.0,0.0166666666666666,0
3782,5906,0,0,0,0.0,0.0,9688,3.0,0.01,1
2383,3644,0,0,0,0.0,0.0,6027,3.0,0.03,1
6405,7372,8888,11054,14629,21839.0,0.0,70187,7.0,0.0157142857142857,1
7540,11479,0,0,0,0.0,0.0,19019,3.0,0.0033333333333333,0
8761,11726,0,0,0,0.0,0.0,20487,3.0,0.03,1
16303,19132,25891,0,0,0.0,0.0,61326,4.0,0.0175,1
2118,2520,3380,4980,0,0.0,0.0,12998,5.0,0.022,0
4216,5570,7410,0,0,0.0,0.0,17196,4.0,0.0025,1
5410,6159,7198,8660,10771,14277.0,21453.0,73928,8.0,0.01,0
16339,21937,0,0,0,0.0,0.0,38276,3.0,0.0233333333333333,1
2034,2926,0,0,0,0.0,0.0,4960,3.0,0.0266666666666666,1
18520,20626,0,0,0,0.0,0.0,39146,3.0,0.0466666666666666,1
18124,26336,0,0,0,0.0,0.0,44460,3.0,0.0,1
5085,6301,8040,11798,0,0.0,0.0,31224,5.0,0.014,1
16123,22044,0,0,0,0.0,0.0,38167,3.0,0.0133333333333333,1
14784,16462,0,0,0,0.0,0.0,31246,3.0,0.0233333333333333,1
16000,0,0,0,0,0.0,0.0,16000,3.0,0.02,1
16769,23671,0,0,0,0.0,0.0,40440,3.0,0.0466666666666666,1
6589,7674,0,0,0,0.0,0.0,14263,3.0,0.0033333333333333,1
1665,1935,0,0,0,0.0,0.0,3600,3.0,0.01,1
671,856,0,0,0,0.0,0.0,1527,3.0,0.0,1
11493,13262,19206,0,0,0.0,0.0,43961,4.0,0.025,1
12718,15261,24233,0,0,0.0,0.0,52212,4.0,0.035,1
4333,4884,6075,8167,0,0.0,0.0,23459,5.0,0.018,1
2372,3137,4408,0,0,0.0,0.0,9917,4.0,0.0025,1
1131,1317,1568,1972,2645,3985.0,0.0,12618,7.0,0.01,0
12239,15317,0,0,0,0.0,0.0,27556,3.0,0.0066666666666666,1
13058,16609,0,0,0,0.0,0.0,29667,3.0,0.0033333333333333,1
3062,5378,0,0,0,0.0,0.0,8440,3.0,0.0133333333333333,1
9765,0,0,0,0,0.0,0.0,9765,3.0,0.0166666666666666,1
6450,7170,0,0,0,0.0,0.0,13620,3.0,0.0233333333333333,1
11463,17244,0,0,0,0.0,0.0,28707,3.0,0.0266666666666666,1
7122,9612,0,0,0,0.0,0.0,16734,3.0,0.03,1
8845,11734,0,0,0,0.0,0.0,20579,3.0,0.0433333333333333,1
2997,0,0,0,0,0.0,0.0,2997,3.0,0.04,1
1114,1352,0,0,0,0.0,0.0,2466,3.0,0.0133333333333333,1
7540,12241,0,0,0,0.0,0.0,19781,3.0,0.0233333333333333,1
11160,14912,0,0,0,0.0,0.0,26072,3.0,0.03,1
4457,5367,0,0,0,0.0,0.0,9824,3.0,0.0466666666666666,1
18225,28147,0,0,0,0.0,0.0,46372,3.0,0.0,1
3329,3845,0,0,0,0.0,0.0,7174,3.0,0.0166666666666666,1
6188,7127,0,0,0,0.0,0.0,13315,3.0,0.0366666666666666,1
5950,6252,9763,0,0,0.0,0.0,21965,4.0,0.0025,0
17844,20472,28120,0,0,0.0,0.0,66436,4.0,0.025,1
10558,12889,17633,0,0,0.0,0.0,41080,4.0,0.0325,1
23807,0,0,0,0,0.0,0.0,23807,3.0,0.0333333333333333,1
15919,0,0,0,0,0.0,0.0,15919,3.0,0.0,1
9982,13774,19212,0,0,0.0,0.0,42968,4.0,0.03,1
10217,11254,14276,0,0,0.0,0.0,35747,4.0,0.0,1
6786,8210,10780,15525,0,0.0,0.0,41301,5.0,0.012,1
16808,25080,0,0,0,0.0,0.0,41888,3.0,0.03,1
6939,9326,12658,0,0,0.0,0.0,28923,4.0,0.015,1
6749,7740,10431,15881,0,0.0,0.0,40801,5.0,0.024,0
7162,8494,10933,14620,22225,0.0,0.0,63434,6.0,0.015,0
4348,5342,6645,9015,13486,0.0,0.0,38836,6.0,0.0116666666666666,0
17683,19914,0,0,0,0.0,0.0,37597,3.0,0.03,1
22804,0,0,0,0,0.0,0.0,22804,3.0,0.0266666666666666,1
21881,30325,0,0,0,0.0,0.0,52206,3.0,0.02,1
13895,23222,0,0,0,0.0,0.0,37117,3.0,0.0333333333333333,1
1113,1482,1996,3055,0,0.0,0.0,7646,5.0,0.006,1
8401,10190,12605,16668,24874,0.0,0.0,72738,6.0,0.0216666666666666,0
12172,14738,0,0,0,0.0,0.0,26910,3.0,0.0166666666666666,1
20351,0,0,0,0,0.0,0.0,20351,3.0,0.01,1
2559,3956,0,0,0,0.0,0.0,6515,3.0,0.0333333333333333,1
21911,24707,0,0,0,0.0,0.0,46618,3.0,0.0366666666666666,1
2163,3099,0,0,0,0.0,0.0,5262,3.0,0.0433333333333333,1
10452,13911,0,0,0,0.0,0.0,24363,3.0,0.04,1
2955,3339,4988,0,0,0.0,0.0,11282,4.0,0.0125,0
2164,2677,3843,0,0,0.0,0.0,8684,4.0,0.03,1
17354,24337,0,0,0,0.0,0.0,41691,3.0,0.0133333333333333,1
1603,2273,0,0,0,0.0,0.0,3876,3.0,0.01,1
4834,6814,0,0,0,0.0,0.0,11648,3.0,0.0266666666666666,1
2916,4307,0,0,0,0.0,0.0,7223,3.0,0.0366666666666666,0
8841,12089,19732,0,0,0.0,0.0,40662,4.0,0.005,0
14813,17524,23169,0,0,0.0,0.0,55506,4.0,0.02,1
450,577,793,1181,0,0.0,0.0,3001,5.0,0.0,1
7624,11788,0,0,0,0.0,0.0,19412,3.0,0.0033333333333333,1
615,953,0,0,0,0.0,0.0,1568,3.0,0.0166666666666666,1
19486,0,0,0,0,0.0,0.0,19486,3.0,0.0366666666666666,1
15418,20060,0,0,0,0.0,0.0,35478,3.0,0.03,1
12795,21292,0,0,0,0.0,0.0,34087,3.0,0.0433333333333333,1
14379,20987,0,0,0,0.0,0.0,35366,3.0,0.0466666666666666,1
4063,5152,7807,0,0,0.0,0.0,17022,4.0,0.035,1
1930,2326,3529,0,0,0.0,0.0,7785,4.0,0.03,1
20350,27775,0,0,0,0.0,0.0,48125,3.0,0.0033333333333333,1
1616,1782,0,0,0,0.0,0.0,3398,3.0,0.0066666666666666,0
12791,17746,0,0,0,0.0,0.0,30537,3.0,0.01,1
6157,0,0,0,0,0.0,0.0,6157,3.0,0.02,1
23328,24914,0,0,0,0.0,0.0,48242,3.0,0.0466666666666666,1
5600,6917,9874,0,0,0.0,0.0,22391,4.0,0.0275,1
18743,0,0,0,0,0.0,0.0,18743,3.0,0.0133333333333333,1
25253,0,0,0,0,0.0,0.0,25253,3.0,0.0166666666666666,1
2978,3959,0,0,0,0.0,0.0,6937,3.0,0.02,1
9469,0,0,0,0,0.0,0.0,9469,3.0,0.0,1
12105,13668,19863,0,0,0.0,0.0,45636,4.0,0.015,1
1256,1624,2358,0,0,0.0,0.0,5238,4.0,0.025,0
1222,1272,2095,0,0,0.0,0.0,4589,4.0,0.03,1
20524,28002,0,0,0,0.0,0.0,48526,3.0,0.0033333333333333,1
13568,17323,0,0,0,0.0,0.0,30891,3.0,0.0133333333333333,1
11406,15682,0,0,0,0.0,0.0,27088,3.0,0.0233333333333333,1
17949,0,0,0,0,0.0,0.0,17949,3.0,0.0266666666666666,1
636,976,0,0,0,0.0,0.0,1612,3.0,0.0333333333333333,1
6175,7562,9492,0,0,0.0,0.0,23229,4.0,0.01,1
1795,2159,2612,3619,0,0.0,0.0,10185,5.0,0.01,1
17531,23108,0,0,0,0.0,0.0,40639,3.0,0.0466666666666666,1
8751,0,0,0,0,0.0,0.0,8751,3.0,0.0433333333333333,1
14181,19867,0,0,0,0.0,0.0,34048,3.0,0.04,1
20928,28980,0,0,0,0.0,0.0,49908,3.0,0.0433333333333333,1
15285,18342,0,0,0,0.0,0.0,33627,3.0,0.0,1
11446,15277,21312,0,0,0.0,0.0,48035,4.0,0.0075,1
10983,13998,20301,0,0,0.0,0.0,45282,4.0,0.015,1
8230,9708,13236,20217,0,0.0,0.0,51391,5.0,0.0,1
2817,3365,4345,5702,8410,0.0,0.0,24639,6.0,0.0133333333333333,0
14762,23862,0,0,0,0.0,0.0,38624,3.0,0.01,1
11038,19235,0,0,0,0.0,0.0,30273,3.0,0.0366666666666666,1
1793,0,0,0,0,0.0,0.0,1793,3.0,0.04,1
4077,4403,5765,0,0,0.0,0.0,14245,4.0,0.035,1
4738,7251,0,0,0,0.0,0.0,11989,3.0,0.0033333333333333,0
13107,19389,0,0,0,0.0,0.0,32496,3.0,0.0433333333333333,1
7279,8485,10134,12461,16581,24769.0,0.0,79709,7.0,0.0171428571428571,1
17172,0,0,0,0,0.0,0.0,17172,3.0,0.0066666666666666,1
13301,21923,0,0,0,0.0,0.0,35224,3.0,0.0333333333333333,1
19633,29430,0,0,0,0.0,0.0,49063,3.0,0.04,1
5773,7684,10653,0,0,0.0,0.0,24110,4.0,0.035,1
2422,2771,3663,0,0,0.0,0.0,8856,4.0,0.03,1
5264,6297,0,0,0,0.0,0.0,11561,3.0,0.02,1
11843,13846,0,0,0,0.0,0.0,25689,3.0,0.0466666666666666,1
11989,14744,17965,24609,0,0.0,0.0,69307,5.0,0.012,1
539,639,798,1045,1560,0.0,0.0,4581,6.0,0.0,0
8553,13182,0,0,0,0.0,0.0,21735,3.0,0.0466666666666666,1
11282,14712,19544,0,0,0.0,0.0,45538,4.0,0.0225,1
9456,13829,0,0,0,0.0,0.0,23285,3.0,0.0033333333333333,1
14560,0,0,0,0,0.0,0.0,14560,3.0,0.0066666666666666,1
5058,7217,0,0,0,0.0,0.0,12275,3.0,0.01,1
7180,9777,0,0,0,0.0,0.0,16957,3.0,0.02,1
18209,25882,0,0,0,0.0,0.0,44091,3.0,0.0366666666666666,1
24266,0,0,0,0,0.0,0.0,24266,3.0,0.03,1
11059,14024,0,0,0,0.0,0.0,25083,3.0,0.04,1
136,180,299,0,0,0.0,0.0,615,4.0,0.005,0
7628,9090,11071,16838,0,0.0,0.0,44627,5.0,0.006,0
13943,21602,0,0,0,0.0,0.0,35545,3.0,0.04,1
8406,9892,12373,16238,23791,0.0,0.0,70700,6.0,0.0116666666666666,1
13174,18778,0,0,0,0.0,0.0,31952,3.0,0.0,0
11453,14559,22072,0,0,0.0,0.0,48084,4.0,0.0025,1
6050,8531,13041,0,0,0.0,0.0,27622,4.0,0.0175,1
5286,7861,0,0,0,0.0,0.0,13147,3.0,0.0133333333333333,1
15229,23748,0,0,0,0.0,0.0,38977,3.0,0.0366666666666666,1
17959,24873,0,0,0,0.0,0.0,42832,3.0,0.0466666666666666,1
9735,12057,15879,25176,0,0.0,0.0,62847,5.0,0.004,0
23023,31829,0,0,0,0.0,0.0,54852,3.0,0.0033333333333333,1
17901,23568,0,0,0,0.0,0.0,41469,3.0,0.01,1
7547,9983,0,0,0,0.0,0.0,17530,3.0,0.0366666666666666,1
12132,15817,0,0,0,0.0,0.0,27949,3.0,0.0433333333333333,1
429,586,0,0,0,0.0,0.0,1015,3.0,0.0466666666666666,0
2017,2565,3459,0,0,0.0,0.0,8041,4.0,0.0325,1
2632,2992,3438,4145,5187,6870.0,10283.0,35547,8.0,0.01125,1
14969,19641,0,0,0,0.0,0.0,34610,3.0,0.0266666666666666,1
11122,17110,0,0,0,0.0,0.0,28232,3.0,0.0333333333333333,1
6488,9410,0,0,0,0.0,0.0,15898,3.0,0.0,1
10759,12693,17410,0,0,0.0,0.0,40862,4.0,0.0025,1
13695,17460,21071,0,0,0.0,0.0,52226,4.0,0.035,1
4330,4843,0,0,0,0.0,0.0,9173,3.0,0.0033333333333333,1
2148,2976,0,0,0,0.0,0.0,5124,3.0,0.0133333333333333,1
712,1122,0,0,0,0.0,0.0,1834,3.0,0.0166666666666666,0
19561,27177,0,0,0,0.0,0.0,46738,3.0,0.02,1
13217,0,0,0,0,0.0,0.0,13217,3.0,0.03,1
6430,7606,0,0,0,0.0,0.0,14036,3.0,0.0433333333333333,1
19621,0,0,0,0,0.0,0.0,19621,3.0,0.0466666666666666,1
858,1278,1934,0,0,0.0,0.0,4070,4.0,0.0025,0
3479,4544,5976,0,0,0.0,0.0,13999,4.0,0.025,1
5541,6520,7753,9804,13048,19462.0,0.0,62128,7.0,0.0014285714285714,1
14774,16441,0,0,0,0.0,0.0,31215,3.0,0.01,0
2411,2749,0,0,0,0.0,0.0,5160,3.0,0.0233333333333333,1
11806,0,0,0,0,0.0,0.0,11806,3.0,0.0266666666666666,1
5563,8801,0,0,0,0.0,0.0,14364,3.0,0.0333333333333333,1
1522,2263,0,0,0,0.0,0.0,3785,3.0,0.03,1
9845,14063,0,0,0,0.0,0.0,23908,3.0,0.0466666666666666,1
2258,3080,4422,0,0,0.0,0.0,9760,4.0,0.01,0
2614,3082,4486,0,0,0.0,0.0,10182,4.0,0.0225,1
887,1082,1602,0,0,0.0,0.0,3571,4.0,0.0,1
6136,10074,0,0,0,0.0,0.0,16210,3.0,0.0133333333333333,0
14213,18726,25578,0,0,0.0,0.0,58517,4.0,0.0275,1
10022,11301,15403,22442,0,0.0,0.0,59168,5.0,0.016,1
10297,12439,16840,24273,0,0.0,0.0,63849,5.0,0.018,1
7381,9766,0,0,0,0.0,0.0,17147,3.0,0.0033333333333333,1
1920,3360,0,0,0,0.0,0.0,5280,3.0,0.01,0
16403,22116,0,0,0,0.0,0.0,38519,3.0,0.0333333333333333,1
10538,12143,0,0,0,0.0,0.0,22681,3.0,0.0433333333333333,1
16337,23545,0,0,0,0.0,0.0,39882,3.0,0.04,1
2884,3782,5768,0,0,0.0,0.0,12434,4.0,0.0,1
11561,16631,0,0,0,0.0,0.0,28192,3.0,0.0266666666666666,0
11548,0,0,0,0,0.0,0.0,11548,3.0,0.02,1
2041,3185,0,0,0,0.0,0.0,5226,3.0,0.0333333333333333,1
11442,15587,0,0,0,0.0,0.0,27029,3.0,0.0433333333333333,1
13128,15454,26740,0,0,0.0,0.0,55322,4.0,0.0325,1
8309,10813,13796,21053,0,0.0,0.0,53971,5.0,0.01,0
2981,0,0,0,0,0.0,0.0,2981,3.0,0.0033333333333333,1
2230,3511,0,0,0,0.0,0.0,5741,3.0,0.02,1
13298,15517,0,0,0,0.0,0.0,28815,3.0,0.0333333333333333,1
28400,0,0,0,0,0.0,0.0,28400,3.0,0.0366666666666666,1
15230,0,0,0,0,0.0,0.0,15230,3.0,0.04,1
12289,15757,20000,0,0,0.0,0.0,48046,4.0,0.015,1
280,325,0,0,0,0.0,0.0,605,3.0,0.01,1
15045,19301,0,0,0,0.0,0.0,34346,3.0,0.0233333333333333,1
19742,27963,0,0,0,0.0,0.0,47705,3.0,0.02,1
19393,31005,0,0,0,0.0,0.0,50398,3.0,0.0333333333333333,1
17363,0,0,0,0,0.0,0.0,17363,3.0,0.0,1
954,1196,1560,0,0,0.0,0.0,3710,4.0,0.0025,1
3740,4328,6069,0,0,0.0,0.0,14137,4.0,0.0,1
6397,9611,0,0,0,0.0,0.0,16008,3.0,0.0166666666666666,1
20436,0,0,0,0,0.0,0.0,20436,3.0,0.0266666666666666,1
15196,20385,0,0,0,0.0,0.0,35581,3.0,0.03,1
4313,5563,0,0,0,0.0,0.0,9876,3.0,0.0466666666666666,1
1217,1436,1754,2311,3394,0.0,0.0,10112,6.0,0.01,1
23554,0,0,0,0,0.0,0.0,23554,3.0,0.01,1
9109,10999,0,0,0,0.0,0.0,20108,3.0,0.0366666666666666,1
9971,15392,0,0,0,0.0,0.0,25363,3.0,0.0466666666666666,1
7617,10200,14640,0,0,0.0,0.0,32457,4.0,0.0125,1
13888,15548,23877,0,0,0.0,0.0,53313,4.0,0.0275,1
125,143,176,223,294,435.0,0.0,1396,7.0,0.0085714285714285,0
11137,16338,0,0,0,0.0,0.0,27475,3.0,0.0066666666666666,1
21307,27464,0,0,0,0.0,0.0,48771,3.0,0.04,1
6029,7871,13184,0,0,0.0,0.0,27084,4.0,0.005,1
3546,4885,6844,0,0,0.0,0.0,15275,4.0,0.035,1
8440,10251,13565,18989,0,0.0,0.0,51245,5.0,0.008,1
3401,3946,0,0,0,0.0,0.0,7347,3.0,0.0233333333333333,0
21989,26543,0,0,0,0.0,0.0,48532,3.0,0.02,1
13777,15574,21338,0,0,0.0,0.0,50689,4.0,0.025,1
6458,7477,8925,11058,14838,22309.0,0.0,71065,7.0,0.0171428571428571,1
686,889,0,0,0,0.0,0.0,1575,3.0,0.0033333333333333,1
9673,0,0,0,0,0.0,0.0,9673,3.0,0.0133333333333333,1
10356,13263,0,0,0,0.0,0.0,23619,3.0,0.0166666666666666,1
6985,8276,13382,0,0,0.0,0.0,28643,4.0,0.035,1
7153,8263,10099,13608,19900,0.0,0.0,59023,6.0,0.0033333333333333,0
22789,25902,0,0,0,0.0,0.0,48691,3.0,0.0066666666666666,0
15338,16954,0,0,0,0.0,0.0,32292,3.0,0.0233333333333333,1
3027,5182,0,0,0,0.0,0.0,8209,3.0,0.0366666666666666,1
14305,17432,23313,0,0,0.0,0.0,55050,4.0,0.02,1
3836,6341,0,0,0,0.0,0.0,10177,3.0,0.0066666666666666,0
493,607,0,0,0,0.0,0.0,1100,3.0,0.0133333333333333,1
28122,0,0,0,0,0.0,0.0,28122,3.0,0.0166666666666666,1
14009,21901,0,0,0,0.0,0.0,35910,3.0,0.01,1
4953,6649,0,0,0,0.0,0.0,11602,3.0,0.0266666666666666,1
6389,7414,10336,0,0,0.0,0.0,24139,4.0,0.0175,1
3584,4529,5935,0,0,0.0,0.0,14048,4.0,0.01,1
4123,4879,6997,0,0,0.0,0.0,15999,4.0,0.0275,1
3470,4036,5143,6660,9752,0.0,0.0,29061,6.0,0.0033333333333333,1
2246,3037,0,0,0,0.0,0.0,5283,3.0,0.0066666666666666,1
8328,0,0,0,0,0.0,0.0,8328,3.0,0.0133333333333333,1
10747,14156,20557,0,0,0.0,0.0,45460,4.0,0.03,0
9541,10898,0,0,0,0.0,0.0,20439,3.0,0.0033333333333333,1
4111,6391,0,0,0,0.0,0.0,10502,3.0,0.0066666666666666,1
3140,0,0,0,0,0.0,0.0,3140,3.0,0.02,1
4684,6357,7494,0,0,0.0,0.0,18535,4.0,0.005,1
10254,11963,18521,0,0,0.0,0.0,40738,4.0,0.01,1
10708,15315,21933,0,0,0.0,0.0,47956,4.0,0.025,1
5544,8348,0,0,0,0.0,0.0,13892,3.0,0.0066666666666666,1
13209,22413,0,0,0,0.0,0.0,35622,3.0,0.0233333333333333,1
4336,6056,0,0,0,0.0,0.0,10392,3.0,0.0,1
3330,4346,6376,0,0,0.0,0.0,14052,4.0,0.0025,0
13114,16450,22032,0,0,0.0,0.0,51596,4.0,0.0,1
8988,10712,14652,22143,0,0.0,0.0,56495,5.0,0.0,0
17276,0,0,0,0,0.0,0.0,17276,3.0,0.0266666666666666,1
692,1087,0,0,0,0.0,0.0,1779,3.0,0.02,1
10585,13510,0,0,0,0.0,0.0,24095,3.0,0.0333333333333333,1
16722,22773,0,0,0,0.0,0.0,39495,3.0,0.0366666666666666,1
11309,16986,0,0,0,0.0,0.0,28295,3.0,0.04,1
4521,6611,10802,0,0,0.0,0.0,21934,4.0,0.0275,1
792,1145,1492,0,0,0.0,0.0,3429,4.0,0.03,1
125,166,204,295,0,0.0,0.0,790,5.0,0.01,1
9664,14906,0,0,0,0.0,0.0,24570,3.0,0.0366666666666666,1
10859,17033,0,0,0,0.0,0.0,27892,3.0,0.0466666666666666,1
12231,14514,23484,0,0,0.0,0.0,50229,4.0,0.005,1
2344,2829,3401,0,0,0.0,0.0,8574,4.0,0.0125,1
11703,15059,20191,0,0,0.0,0.0,46953,4.0,0.0,1
1126,1446,2054,2990,0,0.0,0.0,7616,5.0,0.016,1
10943,13772,17067,23640,0,0.0,0.0,65422,5.0,0.026,1
21539,24931,0,0,0,0.0,0.0,46470,3.0,0.0366666666666666,1
14916,18964,0,0,0,0.0,0.0,33880,3.0,0.0433333333333333,1
7479,10766,15062,0,0,0.0,0.0,33307,4.0,0.02,1
10541,14746,0,0,0,0.0,0.0,25287,3.0,0.0166666666666666,1
9667,16496,0,0,0,0.0,0.0,26163,3.0,0.0233333333333333,1
1368,2390,0,0,0,0.0,0.0,3758,3.0,0.03,1
557,0,0,0,0,0.0,0.0,557,3.0,0.04,1
5148,7619,0,0,0,0.0,0.0,12767,3.0,0.0,1
5014,5690,9167,0,0,0.0,0.0,19871,4.0,0.0325,1
3608,4448,5568,8638,0,0.0,0.0,22262,5.0,0.01,1
15000,0,0,0,0,0.0,0.0,15000,3.0,0.0166666666666666,1
7403,10601,0,0,0,0.0,0.0,18004,3.0,0.04,1
10273,11941,17568,0,0,0.0,0.0,39782,4.0,0.0225,1
13820,15619,22443,0,0,0.0,0.0,51882,4.0,0.025,1
7801,9490,11973,17704,0,0.0,0.0,46968,5.0,0.02,1
12956,19085,0,0,0,0.0,0.0,32041,3.0,0.0433333333333333,1
1231,1642,2357,0,0,0.0,0.0,5230,4.0,0.035,0
12034,13082,20768,0,0,0.0,0.0,45884,4.0,0.0,1
14968,21848,0,0,0,0.0,0.0,36816,3.0,0.0166666666666666,1
10344,12828,16243,24018,0,0.0,0.0,63433,5.0,0.014,1
3990,4839,6707,9825,0,0.0,0.0,25361,5.0,0.02,1
5460,6226,7238,8680,10819,14376.0,21519.0,74318,8.0,0.01375,1
8020,10487,0,0,0,0.0,0.0,18507,3.0,0.0166666666666666,1
22322,24746,0,0,0,0.0,0.0,47068,3.0,0.0366666666666666,1
1540,2140,0,0,0,0.0,0.0,3680,3.0,0.0466666666666666,1
10841,15115,0,0,0,0.0,0.0,25956,3.0,0.04,1
1119,1401,2056,0,0,0.0,0.0,4576,4.0,0.0175,1
1107,1386,0,0,0,0.0,0.0,2493,3.0,0.0133333333333333,1
21415,30225,0,0,0,0.0,0.0,51640,3.0,0.0233333333333333,1
15243,21511,0,0,0,0.0,0.0,36754,3.0,0.0433333333333333,1
3990,0,0,0,0,0.0,0.0,3990,3.0,0.0,1
1089,1400,2017,0,0,0.0,0.0,4506,4.0,0.005,1
2965,3832,6644,0,0,0.0,0.0,13441,4.0,0.03,1
3677,5663,0,0,0,0.0,0.0,9340,3.0,0.0133333333333333,1
3496,4648,0,0,0,0.0,0.0,8144,3.0,0.01,1
14863,23786,0,0,0,0.0,0.0,38649,3.0,0.0266666666666666,1
10597,15037,21818,0,0,0.0,0.0,47452,4.0,0.0175,1
3430,4364,5682,8740,0,0.0,0.0,22216,5.0,0.002,1
9472,15350,0,0,0,0.0,0.0,24822,3.0,0.0033333333333333,1
